               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 140,            0.034045,            0.013443,                   0,              0.7103,                 0.5,             0.52399,             0.26459,            0.042693,            0.016239,                   0,           0.0065598,           0.0065598,           0.0065598
                 141,            0.033305,            0.013322,                   0,             0.72292,                 0.5,             0.61102,             0.31371,            0.034547,            0.017981,                   0,            0.006535,            0.006535,            0.006535
                 142,            0.033656,            0.015885,                   0,              0.6728,             0.57407,             0.61063,             0.30405,             0.03644,            0.016985,                   0,           0.0065102,           0.0065102,           0.0065102
                 143,            0.033492,            0.014336,                   0,               0.722,             0.48148,             0.52722,             0.26461,            0.040295,             0.01734,                   0,           0.0064855,           0.0064855,           0.0064855
                 144,            0.031499,             0.01408,                   0,             0.53128,             0.59259,             0.51859,             0.25203,            0.040443,             0.01733,                   0,           0.0064608,           0.0064608,           0.0064608
                 145,            0.033159,            0.013867,                   0,             0.37254,             0.46296,             0.38211,             0.19717,            0.039885,            0.032617,                   0,            0.006436,            0.006436,            0.006436
                 146,             0.03326,            0.014094,                   0,             0.63083,                 0.5,             0.61797,             0.28035,            0.034321,            0.018209,                   0,           0.0064112,           0.0064112,           0.0064112
                 147,            0.033969,            0.014672,                   0,              0.6203,             0.55556,             0.55939,             0.27535,            0.041366,            0.015135,                   0,           0.0063865,           0.0063865,           0.0063865
                 148,            0.033555,            0.013415,                   0,             0.52227,             0.61111,              0.5587,             0.25757,            0.042304,             0.01583,                   0,           0.0063618,           0.0063618,           0.0063618
                 149,            0.033342,            0.014494,                   0,             0.54993,             0.40741,             0.49654,             0.23282,            0.038513,            0.027061,                   0,            0.006337,            0.006337,            0.006337
                 150,            0.033805,            0.014327,                   0,             0.74667,             0.64815,             0.70374,             0.32065,            0.036916,            0.015633,                   0,           0.0063122,           0.0063122,           0.0063122
                 151,            0.031757,            0.013512,                   0,             0.73266,             0.68519,             0.71726,              0.3541,            0.036431,            0.014821,                   0,           0.0062875,           0.0062875,           0.0062875
                 152,            0.032639,            0.013535,                   0,             0.73842,             0.62963,             0.65067,              0.3229,            0.039838,            0.014902,                   0,           0.0062628,           0.0062628,           0.0062628
                 153,            0.032712,            0.013567,                   0,             0.76275,             0.57407,             0.61902,             0.32007,             0.03905,            0.015687,                   0,            0.006238,            0.006238,            0.006238
                 154,            0.032874,            0.014369,                   0,             0.57106,             0.53704,             0.54848,             0.25716,            0.038828,             0.01664,                   0,           0.0062132,           0.0062132,           0.0062132
                 155,             0.03134,            0.013389,                   0,             0.65756,             0.48148,             0.53307,             0.25575,            0.038655,            0.022103,                   0,           0.0061885,           0.0061885,           0.0061885
                 156,            0.033827,            0.013699,                   0,             0.41245,             0.51852,             0.43821,             0.21414,             0.03796,             0.02769,                   0,           0.0061637,           0.0061637,           0.0061637
                 157,            0.031408,             0.01355,                   0,             0.49465,             0.61111,             0.55158,             0.27373,             0.03864,            0.019428,                   0,            0.006139,            0.006139,            0.006139
                 158,            0.031218,            0.013795,                   0,             0.57365,             0.64783,             0.58814,              0.2854,            0.038641,            0.016809,                   0,           0.0061142,           0.0061142,           0.0061142
                 159,             0.03425,            0.013708,                   0,             0.59659,             0.68519,             0.64454,             0.31186,            0.036461,            0.015894,                   0,           0.0060895,           0.0060895,           0.0060895
                 160,            0.034113,            0.013462,                   0,             0.82749,             0.68519,             0.74086,             0.34883,            0.036051,              0.0147,                   0,           0.0060647,           0.0060647,           0.0060647
                 161,            0.028715,            0.012869,                   0,             0.68185,             0.55556,             0.66995,             0.31724,            0.034775,            0.021548,                   0,             0.00604,             0.00604,             0.00604
                 162,            0.031278,            0.013835,                   0,             0.37321,             0.40799,             0.35794,             0.16884,            0.045265,            0.029942,                   0,           0.0060152,           0.0060152,           0.0060152
                 163,            0.032092,             0.01364,                   0,              0.6399,             0.62963,             0.64491,             0.31138,            0.037757,            0.015792,                   0,           0.0059905,           0.0059905,           0.0059905
                 164,            0.030392,            0.013187,                   0,             0.56922,              0.6363,             0.59357,             0.29023,            0.039779,            0.015162,                   0,           0.0059658,           0.0059658,           0.0059658
                 165,            0.030787,            0.012594,                   0,             0.56259,             0.54791,             0.58397,              0.2837,             0.03957,            0.017937,                   0,            0.005941,            0.005941,            0.005941
                 166,            0.029096,            0.013062,                   0,             0.61338,             0.58768,             0.60471,              0.2944,            0.038723,            0.016697,                   0,           0.0059163,           0.0059163,           0.0059163
                 167,            0.028594,            0.013276,                   0,             0.69312,                 0.5,             0.59362,             0.29676,            0.041173,            0.016908,                   0,           0.0058915,           0.0058915,           0.0058915
                 168,            0.033251,            0.012555,                   0,             0.70796,             0.61111,             0.65507,             0.32979,            0.036274,            0.015645,                   0,           0.0058668,           0.0058668,           0.0058668
                 169,            0.030017,            0.011656,                   0,             0.68656,             0.57407,             0.64659,             0.31912,            0.037722,            0.016031,                   0,            0.005842,            0.005842,            0.005842
                 170,            0.032611,            0.013003,                   0,             0.68217,                 0.5,             0.57867,             0.28322,            0.039972,            0.016926,                   0,           0.0058173,           0.0058173,           0.0058173
                 171,            0.032893,            0.012589,                   0,             0.82984,                 0.5,             0.60527,             0.27897,            0.041061,            0.015862,                   0,           0.0057925,           0.0057925,           0.0057925
                 172,            0.030107,            0.013071,                   0,             0.73034,             0.53704,             0.60631,             0.26392,            0.044021,             0.01798,                   0,           0.0057678,           0.0057678,           0.0057678
                 173,            0.029518,            0.012811,                   0,             0.81393,             0.57407,             0.67306,             0.31058,            0.038008,            0.015854,                   0,            0.005743,            0.005743,            0.005743
                 174,            0.028794,            0.011851,                   0,             0.68456,             0.48227,             0.57635,             0.25017,            0.042815,            0.019561,                   0,           0.0057183,           0.0057183,           0.0057183
                 175,            0.029087,            0.013008,                   0,              0.6797,             0.61111,             0.62985,             0.29903,            0.040293,             0.01657,                   0,           0.0056935,           0.0056935,           0.0056935
                 176,            0.029517,            0.012976,                   0,             0.69413,              0.5044,             0.55557,              0.2429,            0.040206,            0.018364,                   0,           0.0056688,           0.0056688,           0.0056688
                 177,            0.029678,            0.013112,                   0,             0.72768,                 0.5,             0.56346,             0.25001,            0.041407,            0.018909,                   0,            0.005644,            0.005644,            0.005644
                 178,            0.029676,            0.013266,                   0,             0.61251,                 0.5,             0.51417,             0.25911,            0.040081,            0.019053,                   0,           0.0056193,           0.0056193,           0.0056193
                 179,            0.028403,            0.012086,                   0,             0.79061,             0.59259,             0.65949,             0.30228,            0.036449,            0.015814,                   0,           0.0055945,           0.0055945,           0.0055945
                 180,            0.029153,            0.011461,                   0,             0.71644,              0.7037,             0.72028,             0.34667,            0.036035,            0.016339,                   0,           0.0055698,           0.0055698,           0.0055698
                 181,            0.028822,            0.012894,                   0,             0.73318,             0.64815,             0.69435,              0.3317,            0.035748,            0.016382,                   0,            0.005545,            0.005545,            0.005545
                 182,            0.030402,             0.01366,                   0,             0.65448,             0.62963,             0.64431,              0.2968,            0.037982,            0.017397,                   0,           0.0055202,           0.0055202,           0.0055202
                 183,            0.027587,            0.011442,                   0,             0.55669,             0.53704,             0.53277,             0.24599,            0.039911,            0.019075,                   0,           0.0054955,           0.0054955,           0.0054955
                 184,            0.027018,            0.011073,                   0,             0.73173,             0.55556,             0.60796,             0.29164,            0.035508,            0.017997,                   0,           0.0054707,           0.0054707,           0.0054707
                 185,             0.02853,            0.013146,                   0,             0.73148,             0.55492,             0.58716,              0.2684,            0.037126,            0.019302,                   0,            0.005446,            0.005446,            0.005446
                 186,            0.029291,            0.012063,                   0,             0.63664,             0.59259,             0.61615,             0.28151,            0.038185,             0.01744,                   0,           0.0054212,           0.0054212,           0.0054212
                 187,            0.028938,            0.012219,                   0,             0.76816,              0.5523,              0.6327,              0.2867,             0.03947,            0.016364,                   0,           0.0053965,           0.0053965,           0.0053965
                 188,            0.026945,            0.011832,                   0,             0.64185,             0.46296,             0.56731,             0.27385,            0.037611,            0.020631,                   0,           0.0053717,           0.0053717,           0.0053717
                 189,            0.026837,            0.011739,                   0,              0.6862,             0.57407,             0.60846,             0.28427,            0.038608,            0.017688,                   0,            0.005347,            0.005347,            0.005347
                 190,            0.029422,            0.012137,                   0,             0.64773,             0.68519,             0.68806,             0.33869,             0.03591,            0.015776,                   0,           0.0053223,           0.0053223,           0.0053223
                 191,            0.029265,            0.011044,                   0,             0.52988,             0.53704,             0.53157,             0.24285,            0.037211,            0.020418,                   0,           0.0052975,           0.0052975,           0.0052975
                 192,            0.030564,            0.012234,                   0,             0.48792,              0.7037,             0.56245,             0.25103,            0.037103,             0.01672,                   0,           0.0052727,           0.0052727,           0.0052727
                 193,            0.027938,            0.012542,                   0,             0.49484,             0.74378,             0.59671,             0.27603,            0.035584,            0.017427,                   0,            0.005248,            0.005248,            0.005248
                 194,             0.02755,            0.011633,                   0,             0.64187,             0.66667,             0.65405,             0.31401,              0.0358,             0.01533,                   0,           0.0052233,           0.0052233,           0.0052233
                 195,            0.027697,             0.01182,                   0,             0.72315,             0.62886,             0.60701,             0.27037,            0.039029,            0.015292,                   0,           0.0051985,           0.0051985,           0.0051985
                 196,            0.028958,            0.012119,                   0,             0.50122,             0.59259,             0.46334,             0.21765,            0.038995,             0.01773,                   0,           0.0051737,           0.0051737,           0.0051737
                 197,            0.030857,            0.012579,                   0,             0.57688,             0.59259,             0.54325,             0.24954,            0.036915,             0.01755,                   0,            0.005149,            0.005149,            0.005149
                 198,            0.026845,            0.011258,                   0,             0.51362,             0.59259,             0.53124,             0.24422,             0.04099,            0.016728,                   0,           0.0051243,           0.0051243,           0.0051243
                 199,            0.028281,            0.012159,                   0,             0.52037,             0.61111,             0.53445,             0.26256,            0.036098,            0.023458,                   0,           0.0050995,           0.0050995,           0.0050995
                 200,            0.026896,            0.011273,                   0,               0.432,             0.64815,             0.49333,             0.22268,            0.036552,            0.027039,                   0,           0.0050747,           0.0050747,           0.0050747
                 201,            0.026588,            0.012353,                   0,             0.54663,             0.55556,             0.55018,             0.27084,            0.037177,            0.020786,                   0,             0.00505,             0.00505,             0.00505
                 202,             0.02785,            0.012017,                   0,             0.64106,             0.57407,             0.60144,             0.31753,            0.035114,            0.016976,                   0,           0.0050253,           0.0050253,           0.0050253
                 203,            0.027447,            0.012043,                   0,             0.71129,                 0.5,             0.57181,             0.27603,            0.037775,            0.016403,                   0,           0.0050005,           0.0050005,           0.0050005
                 204,            0.024825,            0.010961,                   0,             0.63271,             0.57422,             0.58477,             0.29349,            0.035472,            0.017089,                   0,           0.0049758,           0.0049758,           0.0049758
                 205,            0.025746,            0.011708,                   0,             0.52829,             0.55556,             0.53239,             0.24725,            0.037672,             0.02161,                   0,            0.004951,            0.004951,            0.004951
                 206,            0.027622,            0.011948,                   0,             0.60923,             0.57748,             0.53468,             0.26893,             0.04046,            0.018005,                   0,           0.0049263,           0.0049263,           0.0049263
                 207,            0.029125,            0.011839,                   0,             0.63406,             0.57407,             0.55156,             0.29285,            0.040149,            0.016262,                   0,           0.0049015,           0.0049015,           0.0049015
                 208,            0.028521,            0.010981,                   0,             0.58275,             0.62963,             0.59157,             0.27781,            0.040611,             0.01702,                   0,           0.0048768,           0.0048768,           0.0048768
                 209,            0.024263,            0.011279,                   0,             0.71274,             0.64334,             0.66141,             0.33142,            0.037077,            0.015945,                   0,            0.004852,            0.004852,            0.004852
                 210,             0.02442,            0.010896,                   0,             0.65889,             0.53704,             0.62314,             0.30876,            0.038788,            0.016638,                   0,           0.0048272,           0.0048272,           0.0048272
                 211,            0.025929,            0.010901,                   0,             0.75587,             0.45879,              0.5808,               0.293,             0.03799,            0.017481,                   0,           0.0048025,           0.0048025,           0.0048025
                 212,            0.026409,           0.0098834,                   0,             0.56222,             0.61842,             0.57848,             0.27866,             0.03849,            0.019432,                   0,           0.0047778,           0.0047778,           0.0047778
                 213,            0.029277,            0.011998,                   0,             0.53723,             0.62963,             0.54356,             0.28711,            0.038932,            0.020099,                   0,            0.004753,            0.004753,            0.004753
                 214,            0.026572,            0.011905,                   0,              0.6688,             0.61111,             0.62462,             0.32834,            0.037222,            0.017636,                   0,           0.0047283,           0.0047283,           0.0047283
                 215,            0.027829,            0.013107,                   0,             0.58062,             0.55556,             0.56623,             0.25843,            0.042641,            0.017589,                   0,           0.0047035,           0.0047035,           0.0047035
                 216,            0.026617,            0.011042,                   0,             0.64143,             0.59259,             0.59563,             0.29759,            0.038103,            0.017471,                   0,           0.0046788,           0.0046788,           0.0046788
                 217,            0.027665,            0.011145,                   0,             0.63143,             0.55556,             0.57262,             0.28841,            0.038228,            0.018229,                   0,            0.004654,            0.004654,            0.004654
                 218,            0.028853,            0.012358,                   0,             0.64477,             0.57147,             0.56564,             0.27801,            0.039334,             0.01848,                   0,           0.0046293,           0.0046293,           0.0046293
                 219,            0.026296,            0.011112,                   0,             0.68803,             0.61111,             0.61427,              0.2918,            0.037791,            0.017725,                   0,           0.0046045,           0.0046045,           0.0046045
                 220,            0.027581,             0.01227,                   0,             0.59835,             0.55556,             0.54359,              0.2676,            0.040151,            0.019119,                   0,           0.0045798,           0.0045798,           0.0045798
                 221,            0.025484,            0.011254,                   0,             0.62208,             0.44444,             0.48699,             0.24613,            0.041003,            0.018751,                   0,            0.004555,            0.004555,            0.004555
                 222,            0.026991,            0.011545,                   0,             0.74277,             0.48128,             0.55694,             0.26517,             0.04006,            0.017515,                   0,           0.0045303,           0.0045303,           0.0045303
                 223,            0.027471,            0.012044,                   0,             0.67476,             0.51852,             0.58561,             0.25789,             0.03826,            0.017216,                   0,           0.0045055,           0.0045055,           0.0045055
                 224,            0.025279,            0.011247,                   0,             0.64539,             0.51852,             0.56712,              0.2652,            0.037695,            0.018902,                   0,           0.0044808,           0.0044808,           0.0044808
                 225,            0.027691,            0.011886,                   0,             0.55734,             0.44444,             0.50698,             0.23651,            0.039434,            0.021046,                   0,            0.004456,            0.004456,            0.004456
                 226,            0.027999,            0.012807,                   0,             0.63228,             0.46296,             0.55953,             0.25832,            0.038709,            0.017929,                   0,           0.0044313,           0.0044313,           0.0044313
                 227,            0.027131,            0.011108,                   0,             0.73054,             0.42593,             0.54404,             0.25818,            0.041471,            0.019022,                   0,           0.0044065,           0.0044065,           0.0044065
                 228,             0.02617,            0.012137,                   0,             0.71555,             0.48148,              0.5514,             0.25087,            0.042465,            0.019998,                   0,           0.0043818,           0.0043818,           0.0043818
                 229,            0.026785,            0.010559,                   0,             0.69593,             0.44444,             0.58135,             0.28249,            0.039118,             0.01978,                   0,            0.004357,            0.004357,            0.004357
                 230,            0.027642,            0.012255,                   0,              0.8051,              0.4591,             0.57326,             0.27585,            0.038721,            0.017423,                   0,           0.0043323,           0.0043323,           0.0043323
                 231,            0.026837,            0.013572,                   0,             0.62109,             0.55556,             0.57081,             0.28448,            0.038033,             0.01836,                   0,           0.0043075,           0.0043075,           0.0043075
                 232,            0.026403,            0.010904,                   0,             0.61049,             0.52252,             0.56639,             0.28082,            0.036525,            0.018162,                   0,           0.0042828,           0.0042828,           0.0042828
                 233,             0.02628,            0.012373,                   0,             0.68815,                 0.5,             0.58438,             0.27283,            0.038064,            0.018551,                   0,            0.004258,            0.004258,            0.004258
                 234,            0.025875,             0.01085,                   0,             0.61296,               0.528,             0.55248,             0.26587,            0.039168,            0.018445,                   0,           0.0042333,           0.0042333,           0.0042333
                 235,            0.024904,            0.011312,                   0,             0.74063,             0.58178,             0.63665,             0.30672,            0.037708,            0.016408,                   0,           0.0042085,           0.0042085,           0.0042085
                 236,            0.026212,            0.011527,                   0,             0.65527,             0.53704,             0.58326,             0.26873,             0.04123,            0.018891,                   0,           0.0041837,           0.0041837,           0.0041837
                 237,            0.026337,            0.011017,                   0,             0.63879,             0.61111,             0.64205,             0.32247,            0.037523,            0.017718,                   0,            0.004159,            0.004159,            0.004159
                 238,            0.024127,            0.011295,                   0,             0.69766,             0.53704,             0.63009,             0.29952,            0.040553,            0.017683,                   0,           0.0041342,           0.0041342,           0.0041342
                 239,            0.025129,            0.011001,                   0,             0.70148,             0.46296,             0.57757,             0.27342,            0.042019,            0.017095,                   0,           0.0041095,           0.0041095,           0.0041095
                 240,            0.025192,            0.010512,                   0,             0.76314,                 0.5,             0.61741,              0.2753,            0.039625,            0.016744,                   0,           0.0040847,           0.0040847,           0.0040847
                 241,            0.024871,            0.010577,                   0,             0.80321,                 0.5,             0.64194,             0.29415,            0.037882,            0.017018,                   0,             0.00406,             0.00406,             0.00406
                 242,            0.025159,            0.011474,                   0,             0.69718,             0.51852,             0.62911,             0.30197,            0.036691,            0.016778,                   0,           0.0040352,           0.0040352,           0.0040352
                 243,            0.025767,            0.011743,                   0,             0.57915,             0.51852,              0.5402,              0.2517,            0.040516,            0.017878,                   0,           0.0040105,           0.0040105,           0.0040105
                 244,            0.025097,            0.010908,                   0,             0.73619,             0.42593,             0.51777,             0.22047,            0.041262,            0.018201,                   0,           0.0039857,           0.0039857,           0.0039857
                 245,            0.025487,            0.011568,                   0,             0.70711,             0.42593,             0.51906,              0.2621,            0.039136,            0.018699,                   0,            0.003961,            0.003961,            0.003961
                 246,            0.024985,            0.011775,                   0,             0.62599,             0.53704,             0.54563,             0.25541,            0.038788,            0.018811,                   0,           0.0039362,           0.0039362,           0.0039362
                 247,            0.025279,            0.010108,                   0,             0.74334,             0.44444,             0.53011,             0.24101,            0.039701,            0.018723,                   0,           0.0039115,           0.0039115,           0.0039115
                 248,            0.023907,            0.010426,                   0,             0.74509,             0.48727,             0.55712,             0.26283,            0.037705,            0.018257,                   0,           0.0038867,           0.0038867,           0.0038867
                 249,            0.025087,            0.011365,                   0,             0.69948,                 0.5,             0.60629,             0.27436,             0.03822,            0.018672,                   0,            0.003862,            0.003862,            0.003862
                 250,            0.026364,            0.010412,                   0,             0.62154,                 0.5,              0.5463,             0.26613,            0.037761,            0.019267,                   0,           0.0038372,           0.0038372,           0.0038372
                 251,            0.025539,            0.011332,                   0,             0.61901,             0.57407,             0.60094,             0.28711,            0.037881,            0.018268,                   0,           0.0038125,           0.0038125,           0.0038125
                 252,             0.02523,            0.011575,                   0,             0.57076,             0.61111,             0.60296,             0.28843,            0.037575,            0.016777,                   0,           0.0037878,           0.0037878,           0.0037878
                 253,            0.024267,            0.011347,                   0,             0.50995,             0.59259,             0.56538,             0.26457,            0.037804,            0.017218,                   0,            0.003763,            0.003763,            0.003763
                 254,            0.024316,            0.010517,                   0,             0.59651,             0.55556,             0.60487,             0.30151,            0.037495,            0.017409,                   0,           0.0037383,           0.0037383,           0.0037383
                 255,            0.022749,            0.010034,                   0,             0.53889,             0.55556,             0.57745,             0.30312,            0.038023,            0.018407,                   0,           0.0037135,           0.0037135,           0.0037135
                 256,            0.024213,            0.009875,                   0,             0.56986,             0.61111,             0.60905,             0.31112,            0.038309,            0.018126,                   0,           0.0036888,           0.0036888,           0.0036888
                 257,            0.023882,            0.010525,                   0,             0.53743,             0.48148,             0.50955,             0.27534,            0.039976,            0.018583,                   0,            0.003664,            0.003664,            0.003664
                 258,            0.024751,           0.0099908,                   0,             0.59382,             0.57407,             0.56728,             0.29817,            0.037523,            0.017159,                   0,           0.0036393,           0.0036393,           0.0036393
                 259,            0.024131,             0.01084,                   0,             0.64763,             0.68076,             0.66309,             0.32194,            0.036166,             0.01682,                   0,           0.0036145,           0.0036145,           0.0036145
                 260,            0.023519,            0.010669,                   0,             0.68998,             0.68519,             0.66698,             0.32838,            0.036284,            0.016905,                   0,           0.0035898,           0.0035898,           0.0035898
                 261,            0.024807,            0.010721,                   0,             0.67093,             0.62963,             0.67147,             0.32801,            0.037083,            0.016585,                   0,            0.003565,            0.003565,            0.003565
                 262,            0.024651,            0.010444,                   0,             0.70455,             0.57407,             0.64967,             0.31024,            0.038648,            0.017057,                   0,           0.0035403,           0.0035403,           0.0035403
                 263,            0.025241,            0.011535,                   0,             0.55888,             0.57407,             0.58044,             0.27646,            0.039436,            0.018252,                   0,           0.0035155,           0.0035155,           0.0035155
                 264,            0.023529,            0.010683,                   0,              0.5823,             0.57407,             0.57987,             0.27279,            0.039724,            0.019054,                   0,           0.0034908,           0.0034908,           0.0034908
                 265,            0.023756,            0.010651,                   0,             0.50113,             0.57407,              0.5697,              0.2697,            0.040291,            0.019211,                   0,            0.003466,            0.003466,            0.003466
                 266,            0.025248,            0.010531,                   0,             0.58701,             0.55556,               0.589,             0.28864,            0.039044,            0.017607,                   0,           0.0034413,           0.0034413,           0.0034413
                 267,            0.022767,           0.0097524,                   0,             0.60281,             0.56219,             0.56814,             0.27182,            0.040469,            0.016896,                   0,           0.0034165,           0.0034165,           0.0034165
                 268,            0.024931,            0.010597,                   0,             0.58844,               0.609,             0.55891,             0.27084,            0.039723,            0.017571,                   0,           0.0033918,           0.0033918,           0.0033918
                 269,            0.023051,           0.0097894,                   0,             0.61277,              0.7037,              0.6656,             0.28482,            0.038806,            0.018993,                   0,            0.003367,            0.003367,            0.003367
                 270,               0.025,            0.010086,                   0,              0.5645,             0.66667,             0.63281,             0.29051,            0.038364,            0.018235,                   0,           0.0033423,           0.0033423,           0.0033423
                 271,            0.022903,           0.0098318,                   0,             0.51235,             0.62963,             0.57265,             0.26994,            0.038679,             0.01817,                   0,           0.0033175,           0.0033175,           0.0033175
                 272,            0.024084,            0.011638,                   0,             0.64649,             0.44035,             0.54146,             0.25222,            0.039096,            0.019397,                   0,           0.0032928,           0.0032928,           0.0032928
                 273,            0.023119,           0.0095997,                   0,             0.47011,             0.55556,             0.52445,             0.26049,            0.041327,            0.018834,                   0,            0.003268,            0.003268,            0.003268
                 274,            0.023076,           0.0094542,                   0,             0.55543,              0.5322,              0.5281,             0.26692,            0.041777,            0.017731,                   0,           0.0032433,           0.0032433,           0.0032433
                 275,             0.02316,            0.011259,                   0,             0.56639,             0.64815,             0.56319,             0.28476,            0.039839,            0.017699,                   0,           0.0032185,           0.0032185,           0.0032185
                 276,            0.023574,            0.010953,                   0,              0.5945,              0.6245,             0.57547,             0.29097,            0.038465,            0.017642,                   0,           0.0031938,           0.0031938,           0.0031938
                 277,            0.022975,             0.01026,                   0,             0.57748,             0.63281,             0.59727,             0.29609,            0.037661,            0.016699,                   0,            0.003169,            0.003169,            0.003169
                 278,            0.023042,            0.010772,                   0,             0.64067,             0.62963,              0.6307,             0.30666,            0.036776,            0.017543,                   0,           0.0031443,           0.0031443,           0.0031443
                 279,             0.02252,             0.01057,                   0,             0.59347,             0.59478,             0.62187,             0.31332,            0.036577,            0.016939,                   0,           0.0031195,           0.0031195,           0.0031195
                 280,            0.023594,             0.01109,                   0,             0.63726,             0.57407,             0.65964,             0.33587,            0.035874,            0.019176,                   0,           0.0030948,           0.0030948,           0.0030948
